           flux         loglam           ivar
              E              E              E
                                             
   1.723307E+01   3.638500E+00   4.321967E-01
   1.310039E+01   3.638600E+00   4.852729E-01
   1.566847E+01   3.638700E+00   4.908513E-01
   1.534302E+01   3.638800E+00   4.883469E-01
   1.402884E+01   3.638900E+00   5.175191E-01
   1.483818E+01   3.639000E+00   4.666550E-01
   1.534919E+01   3.639100E+00   4.605146E-01
   1.469206E+01   3.639200E+00   4.337793E-01
   1.205647E+01   3.639300E+00   3.186767E-01
   1.406893E+01   3.639400E+00   2.351864E-01
   1.409254E+01   3.639500E+00   2.346178E-01
   1.577261E+01   3.639600E+00   3.037146E-01
   1.654621E+01   3.639700E+00   4.033296E-01
   1.489045E+01   3.639800E+00   4.646550E-01
   1.318552E+01   3.639900E+00   4.831372E-01
   1.190992E+01   3.640000E+00   4.817451E-01
   1.374147E+01   3.640100E+00   4.437926E-01
   1.297254E+01   3.640200E+00   4.605962E-01
   1.440772E+01   3.640300E+00   4.691964E-01
   1.372531E+01   3.640400E+00   4.987580E-01
   1.683950E+01   3.640500E+00   4.521069E-01
   1.469831E+01   3.640600E+00   4.355884E-01
   1.614965E+01   3.640700E+00   4.193561E-01
   1.452376E+01   3.640800E+00   4.515281E-01
   1.360636E+01   3.640900E+00   5.130546E-01
   1.499191E+01   3.641000E+00   5.397286E-01
   1.531259E+01   3.641100E+00   5.422971E-01
   1.487542E+01   3.641200E+00   5.073425E-01
   1.494578E+01   3.641300E+00   4.259792E-01
   1.425487E+01   3.641400E+00   3.396665E-01
   1.395427E+01   3.641500E+00   4.454954E-01
   1.423505E+01   3.641600E+00   4.593864E-01
   1.364659E+01   3.641700E+00   5.130517E-01
   1.415391E+01   3.641800E+00   5.713366E-01
   1.538509E+01   3.641900E+00   5.734467E-01
   1.292993E+01   3.642000E+00   6.158994E-01
   1.062166E+01   3.642100E+00   6.129806E-01
   1.408900E+01   3.642200E+00   5.374412E-01
   1.285754E+01   3.642300E+00   5.048224E-01
   1.324782E+01   3.642400E+00   4.920058E-01
   1.423227E+01   3.642500E+00   4.817578E-01
   1.222101E+01   3.642600E+00   5.032780E-01
   1.498859E+01   3.642700E+00   4.884472E-01
   1.505134E+01   3.642800E+00   5.119079E-01
   1.448562E+01   3.642900E+00   5.243189E-01
   1.369375E+01   3.643000E+00   5.331506E-01
   1.466441E+01   3.643100E+00   5.283347E-01
   1.482536E+01   3.643200E+00   5.571429E-01
   1.035714E+01   3.643300E+00   6.080128E-01
   1.545904E+01   3.643400E+00   5.768145E-01
   1.263127E+01   3.643500E+00   5.826381E-01
   1.113739E+01   3.643600E+00   5.938714E-01
   1.526889E+01   3.643700E+00   4.646377E-01
   1.561088E+01   3.643800E+00   4.491591E-01
   1.444383E+01   3.643900E+00   5.707641E-01
   1.502459E+01   3.644000E+00   6.005508E-01
   1.232453E+01   3.644100E+00   6.283452E-01
   1.264889E+01   3.644200E+00   6.147881E-01
   1.433934E+01   3.644300E+00   5.952960E-01
   1.368050E+01   3.644400E+00   5.705271E-01
   1.392514E+01   3.644500E+00   5.505932E-01
   1.253826E+01   3.644600E+00   5.663579E-01
   1.214390E+01   3.644700E+00   5.948267E-01
   1.458701E+01   3.644800E+00   5.910012E-01
   1.308393E+01   3.644900E+00   6.023496E-01
   1.370794E+01   3.645000E+00   5.869587E-01
   1.362120E+01   3.645100E+00   5.730981E-01
   1.394670E+01   3.645200E+00   5.732933E-01
   1.493799E+01   3.645300E+00   5.893717E-01
   1.341876E+01   3.645400E+00   6.180893E-01
   1.319708E+01   3.645500E+00   5.956147E-01
   1.377662E+01   3.645600E+00   5.541477E-01
   1.165894E+01   3.645700E+00   5.861675E-01
   1.393946E+01   3.645800E+00   5.986580E-01
   1.237994E+01   3.645900E+00   6.488042E-01
   1.432632E+01   3.646000E+00   6.191210E-01
   1.352029E+01   3.646100E+00   6.112125E-01
   1.147400E+01   3.646200E+00   6.200200E-01
   1.319496E+01   3.646300E+00   6.054693E-01
   1.259752E+01   3.646400E+00   5.975411E-01
   1.245700E+01   3.646500E+00   6.112996E-01
   1.305152E+01   3.646600E+00   5.857059E-01
   1.345743E+01   3.646700E+00   5.883826E-01
   1.296754E+01   3.646800E+00   6.006362E-01
   1.219158E+01   3.646900E+00   6.123965E-01
   1.453043E+01   3.647000E+00   6.015882E-01
   1.362648E+01   3.647100E+00   5.965862E-01
   1.314385E+01   3.647200E+00   5.979365E-01
   1.367407E+01   3.647300E+00   6.108241E-01
   1.354910E+01   3.647400E+00   5.939710E-01
   1.587499E+01   3.647500E+00   5.676163E-01
   1.200496E+01   3.647600E+00   6.297660E-01
   1.229830E+01   3.647700E+00   6.249132E-01
   1.211212E+01   3.647800E+00   6.446684E-01
   1.344153E+01   3.647900E+00   6.466094E-01
   1.556272E+01   3.648000E+00   6.395741E-01
   1.607020E+01   3.648100E+00   5.124354E-01
   1.522816E+01   3.648200E+00   4.967020E-01
   1.360492E+01   3.648300E+00   4.983651E-01
   1.274977E+01   3.648400E+00   5.124552E-01
   1.385206E+01   3.648500E+00   5.305769E-01
   1.423331E+01   3.648600E+00   5.624481E-01
   1.457423E+01   3.648700E+00   5.596732E-01
   1.217379E+01   3.648800E+00   7.120646E-01
   1.276023E+01   3.648900E+00   6.469955E-01
   1.599862E+01   3.649000E+00   6.313174E-01
   1.538377E+01   3.649100E+00   6.497651E-01
   1.319872E+01   3.649200E+00   6.445245E-01
   1.475367E+01   3.649300E+00   6.021916E-01
   1.296214E+01   3.649400E+00   6.090037E-01
   1.220151E+01   3.649500E+00   6.157443E-01
   1.270756E+01   3.649600E+00   6.286940E-01
   1.216193E+01   3.649700E+00   6.709128E-01
   1.289886E+01   3.649800E+00   6.764702E-01
   1.190148E+01   3.649900E+00   6.627992E-01
   1.374182E+01   3.650000E+00   6.542866E-01
   1.476067E+01   3.650100E+00   6.512430E-01
   1.185064E+01   3.650200E+00   6.922858E-01
   1.328255E+01   3.650300E+00   6.986037E-01
   1.542298E+01   3.650400E+00   6.915104E-01
   1.370857E+01   3.650500E+00   6.978289E-01
   1.400000E+01   3.650600E+00   6.972833E-01
   1.288086E+01   3.650700E+00   7.079514E-01
   1.279339E+01   3.650800E+00   7.062147E-01
   1.249317E+01   3.650900E+00   7.180725E-01
   1.331205E+01   3.651000E+00   6.926415E-01
   1.545863E+01   3.651100E+00   5.594545E-01
   1.350177E+01   3.651200E+00   5.504451E-01
   1.074075E+01   3.651300E+00   6.798820E-01
   1.361654E+01   3.651400E+00   6.542787E-01
   1.286536E+01   3.651500E+00   6.983317E-01
   1.415360E+01   3.651600E+00   6.885077E-01
   1.317503E+01   3.651700E+00   6.642888E-01
   1.184696E+01   3.651800E+00   6.594874E-01
   1.229627E+01   3.651900E+00   6.643478E-01
   1.170235E+01   3.652000E+00   6.526278E-01
   1.164281E+01   3.652100E+00   6.587378E-01
   1.360409E+01   3.652200E+00   6.580367E-01
   1.327387E+01   3.652300E+00   6.748517E-01
   1.148267E+01   3.652400E+00   7.252478E-01
   1.428919E+01   3.652500E+00   7.016098E-01
   1.560198E+01   3.652600E+00   6.660423E-01
   1.247253E+01   3.652700E+00   6.953006E-01
   1.312429E+01   3.652800E+00   6.955360E-01
   1.458632E+01   3.652900E+00   6.845174E-01
   1.302596E+01   3.653000E+00   7.106386E-01
   1.256998E+01   3.653100E+00   7.201357E-01
   1.038387E+01   3.653200E+00   7.518404E-01
   1.275148E+01   3.653300E+00   6.899095E-01
   1.379451E+01   3.653400E+00   6.890119E-01
   1.616249E+01   3.653500E+00   6.916541E-01
   1.578488E+01   3.653600E+00   6.717288E-01
   1.456587E+01   3.653700E+00   6.646038E-01
   1.416079E+01   3.653800E+00   6.406838E-01
   1.235927E+01   3.653900E+00   6.212243E-01
   1.470409E+01   3.654000E+00   6.380222E-01
   1.415573E+01   3.654100E+00   6.803053E-01
   1.207714E+01   3.654200E+00   7.300009E-01
   1.476968E+01   3.654300E+00   6.959387E-01
   1.405430E+01   3.654400E+00   6.857441E-01
   1.467090E+01   3.654500E+00   6.746332E-01
   1.516590E+01   3.654600E+00   6.988035E-01
   1.340792E+01   3.654700E+00   7.267263E-01
   1.390731E+01   3.654800E+00   7.190268E-01
   1.240186E+01   3.654900E+00   7.235573E-01
   1.443011E+01   3.655000E+00   7.190431E-01
   1.234810E+01   3.655100E+00   7.611791E-01
   1.483067E+01   3.655200E+00   7.348187E-01
   1.324767E+01   3.655300E+00   7.580169E-01
   1.242386E+01   3.655400E+00   7.451475E-01
   1.313402E+01   3.655500E+00   7.318468E-01
   1.254019E+01   3.655600E+00   7.333346E-01
   1.285586E+01   3.655700E+00   7.434971E-01
   1.423973E+01   3.655800E+00   7.323905E-01
   1.426616E+01   3.655900E+00   7.156739E-01
   1.352176E+01   3.656000E+00   7.226256E-01
   1.334118E+01   3.656100E+00   7.483054E-01
   1.399257E+01   3.656200E+00   7.347827E-01
   1.477758E+01   3.656300E+00   7.121723E-01
   1.441178E+01   3.656400E+00   6.943035E-01
   1.210989E+01   3.656500E+00   7.102252E-01
   1.054459E+01   3.656600E+00   7.277846E-01
   1.239966E+01   3.656700E+00   7.448243E-01
   1.193560E+01   3.656800E+00   7.772105E-01
   1.311206E+01   3.656900E+00   7.311560E-01
   1.435053E+01   3.657000E+00   6.608659E-01
   1.256410E+01   3.657100E+00   6.339089E-01
   1.304305E+01   3.657200E+00   6.333522E-01
   1.449991E+01   3.657300E+00   6.560382E-01
   1.341108E+01   3.657400E+00   7.087682E-01
   1.250529E+01   3.657500E+00   7.363050E-01
   1.333658E+01   3.657600E+00   7.146297E-01
   1.532805E+01   3.657700E+00   7.044943E-01
   1.603448E+01   3.657800E+00   7.246606E-01
   1.382317E+01   3.657900E+00   7.842222E-01
   1.224569E+01   3.658000E+00   8.246187E-01
   1.285225E+01   3.658100E+00   8.106906E-01
   1.132612E+01   3.658200E+00   8.245469E-01
   1.419699E+01   3.658300E+00   7.461284E-01
   1.326868E+01   3.658400E+00   7.047634E-01
   1.542929E+01   3.658500E+00   6.770240E-01
   1.476459E+01   3.658600E+00   7.132914E-01
   1.292155E+01   3.658700E+00   7.779620E-01
   1.287586E+01   3.658800E+00   7.893293E-01
   1.306396E+01   3.658900E+00   7.906678E-01
   1.323871E+01   3.659000E+00   8.026594E-01
   1.349773E+01   3.659100E+00   8.162891E-01
   1.392153E+01   3.659200E+00   7.784142E-01
   1.429796E+01   3.659300E+00   7.624905E-01
   1.183489E+01   3.659400E+00   7.986445E-01
   1.289015E+01   3.659500E+00   7.797984E-01
   1.305103E+01   3.659600E+00   7.893687E-01
   1.452080E+01   3.659700E+00   7.944219E-01
   1.302170E+01   3.659800E+00   8.107425E-01
   1.341617E+01   3.659900E+00   8.085397E-01
   1.299906E+01   3.660000E+00   8.276280E-01
   1.237397E+01   3.660100E+00   8.171236E-01
   1.361400E+01   3.660200E+00   7.837517E-01
   1.208015E+01   3.660300E+00   8.096188E-01
   1.380406E+01   3.660400E+00   7.959527E-01
   1.242813E+01   3.660500E+00   8.101050E-01
   1.010902E+01   3.660600E+00   8.692217E-01
   1.205627E+01   3.660700E+00   8.515889E-01
   1.268970E+01   3.660800E+00   8.334517E-01
   1.305680E+01   3.660900E+00   8.233852E-01
   1.432638E+01   3.661000E+00   7.794825E-01
   1.308682E+01   3.661100E+00   8.108420E-01
   1.326023E+01   3.661200E+00   8.430550E-01
   1.295310E+01   3.661300E+00   8.783512E-01
   1.238177E+01   3.661400E+00   9.116110E-01
   1.367763E+01   3.661500E+00   8.782133E-01
   1.298706E+01   3.661600E+00   8.642400E-01
   1.210543E+01   3.661700E+00   8.693654E-01
   1.226204E+01   3.661800E+00   8.740783E-01
   1.263357E+01   3.661900E+00   8.427171E-01
   1.402323E+01   3.662000E+00   7.977831E-01
   1.236505E+01   3.662100E+00   8.034434E-01
   1.121018E+01   3.662200E+00   7.984405E-01
   1.250142E+01   3.662300E+00   7.771658E-01
   1.392410E+01   3.662400E+00   7.983866E-01
   1.315081E+01   3.662500E+00   8.713289E-01
   1.184976E+01   3.662600E+00   8.621675E-01
   1.326322E+01   3.662700E+00   8.224252E-01
   1.302514E+01   3.662800E+00   8.031607E-01
   1.269037E+01   3.662900E+00   8.288163E-01
   1.067208E+01   3.663000E+00   9.057039E-01
   1.361274E+01   3.663100E+00   8.346752E-01
   1.379432E+01   3.663200E+00   8.195763E-01
   1.368010E+01   3.663300E+00   8.319995E-01
   1.115486E+01   3.663400E+00   8.770077E-01
   1.131569E+01   3.663500E+00   8.804178E-01
   1.396609E+01   3.663600E+00   8.047978E-01
   9.977443E+00   3.663700E+00   8.426052E-01
   1.142579E+01   3.663800E+00   7.950877E-01
   1.257717E+01   3.663900E+00   7.927099E-01
   1.320789E+01   3.664000E+00   7.803010E-01
   1.316484E+01   3.664100E+00   7.783949E-01
   1.254184E+01   3.664200E+00   7.829570E-01
   1.170104E+01   3.664300E+00   8.285603E-01
   9.669340E+00   3.664400E+00   8.933859E-01
   1.292039E+01   3.664500E+00   8.650755E-01
   1.317437E+01   3.664600E+00   8.409908E-01
   1.294134E+01   3.664700E+00   8.320580E-01
   1.370089E+01   3.664800E+00   8.329650E-01
   1.278806E+01   3.664900E+00   8.588161E-01
   1.290742E+01   3.665000E+00   8.796632E-01
   1.125646E+01   3.665100E+00   9.154550E-01
   1.211945E+01   3.665200E+00   9.298803E-01
   1.337958E+01   3.665300E+00   8.486138E-01
   1.296839E+01   3.665400E+00   8.184294E-01
   1.154292E+01   3.665500E+00   8.363236E-01
   9.822739E+00   3.665600E+00   8.517051E-01
   1.113410E+01   3.665700E+00   8.561429E-01
   1.275120E+01   3.665800E+00   8.867982E-01
   1.197091E+01   3.665900E+00   9.519746E-01
   1.060124E+01   3.666000E+00   9.918532E-01
   1.170411E+01   3.666100E+00   9.747486E-01
   1.239623E+01   3.666200E+00   9.134843E-01
   1.034398E+01   3.666300E+00   9.654956E-01
   1.172200E+01   3.666400E+00   9.540450E-01
   1.066798E+01   3.666500E+00   1.033929E+00
   1.283385E+01   3.666600E+00   9.348707E-01
   1.407274E+01   3.666700E+00   8.610182E-01
   1.303250E+01   3.666800E+00   8.690826E-01
   1.296224E+01   3.666900E+00   8.197837E-01
   1.246947E+01   3.667000E+00   8.200349E-01
   1.265307E+01   3.667100E+00   8.518581E-01
   1.585923E+01   3.667200E+00   8.386419E-01
   1.421084E+01   3.667300E+00   9.181773E-01
   1.251447E+01   3.667400E+00   9.391120E-01
   1.088551E+01   3.667500E+00   9.500282E-01
   1.296948E+01   3.667600E+00   9.207787E-01
   1.323707E+01   3.667700E+00   9.213392E-01
   1.153213E+01   3.667800E+00   9.521259E-01
   1.275531E+01   3.667900E+00   8.923040E-01
   1.262481E+01   3.668000E+00   8.544344E-01
   1.091220E+01   3.668100E+00   8.500085E-01
   1.289281E+01   3.668200E+00   8.195598E-01
   1.307413E+01   3.668300E+00   8.784043E-01
   1.190211E+01   3.668400E+00   9.627641E-01
   1.124450E+01   3.668500E+00   9.851240E-01
   1.394044E+01   3.668600E+00   8.878179E-01
   9.750072E+00   3.668700E+00   9.847001E-01
   1.438879E+01   3.668800E+00   8.635979E-01
   1.125345E+01   3.668900E+00   9.004436E-01
   1.181025E+01   3.669000E+00   8.788553E-01
   1.268297E+01   3.669100E+00   8.649383E-01
   1.153991E+01   3.669200E+00   9.128871E-01
   1.192978E+01   3.669300E+00   9.539496E-01
   1.029305E+01   3.669400E+00   1.011250E+00
   1.225935E+01   3.669500E+00   9.514120E-01
   1.379960E+01   3.669600E+00   9.050248E-01
   1.190069E+01   3.669700E+00   9.448068E-01
   1.227517E+01   3.669800E+00   9.733354E-01
   1.374015E+01   3.669900E+00   9.482278E-01
   1.318250E+01   3.670000E+00   9.492865E-01
   1.298561E+01   3.670100E+00   9.619488E-01
   1.126960E+01   3.670200E+00   1.020235E+00
   1.036232E+01   3.670300E+00   1.028005E+00
   1.225784E+01   3.670400E+00   9.231868E-01
   1.253894E+01   3.670500E+00   8.975260E-01
   1.040141E+01   3.670600E+00   9.420447E-01
   9.616088E+00   3.670700E+00   9.811719E-01
   1.059991E+01   3.670800E+00   1.029192E+00
   1.157486E+01   3.670900E+00   9.919208E-01
   1.228706E+01   3.671000E+00   9.739006E-01
   1.092707E+01   3.671100E+00   1.018961E+00
   1.212185E+01   3.671200E+00   1.000404E+00
   1.092471E+01   3.671300E+00   1.021427E+00
   1.157869E+01   3.671400E+00   9.848530E-01
   1.393333E+01   3.671500E+00   9.534853E-01
   1.229276E+01   3.671600E+00   9.853563E-01
   1.135945E+01   3.671700E+00   9.732612E-01
   1.181158E+01   3.671800E+00   9.394648E-01
   1.117782E+01   3.671900E+00   9.462312E-01
   1.110323E+01   3.672000E+00   9.785798E-01
   1.158192E+01   3.672100E+00   1.024635E+00
   1.248498E+01   3.672200E+00   1.036254E+00
   1.233429E+01   3.672300E+00   1.055974E+00
   9.904662E+00   3.672400E+00   1.043705E+00
   1.172661E+01   3.672500E+00   9.389082E-01
   1.285975E+01   3.672600E+00   9.022152E-01
   8.558616E+00   3.672700E+00   1.076835E+00
   1.041074E+01   3.672800E+00   1.092389E+00
   1.146364E+01   3.672900E+00   1.091582E+00
   1.102159E+01   3.673000E+00   1.088458E+00
   9.458486E+00   3.673100E+00   1.049982E+00
   1.210547E+01   3.673200E+00   9.873520E-01
   1.242856E+01   3.673300E+00   1.016646E+00
   1.239836E+01   3.673400E+00   1.052825E+00
   1.236303E+01   3.673500E+00   1.062603E+00
   1.198809E+01   3.673600E+00   1.082868E+00
   1.188369E+01   3.673700E+00   1.070551E+00
   1.179196E+01   3.673800E+00   1.063281E+00
   1.220087E+01   3.673900E+00   1.075069E+00
   1.203860E+01   3.674000E+00   1.094115E+00
   1.165614E+01   3.674100E+00   1.092090E+00
   1.133188E+01   3.674200E+00   1.098143E+00
   9.467491E+00   3.674300E+00   1.143197E+00
   1.000795E+01   3.674400E+00   1.063787E+00
   1.070548E+01   3.674500E+00   9.768237E-01
   1.208995E+01   3.674600E+00   9.530038E-01
   1.175481E+01   3.674700E+00   9.902959E-01
   1.249112E+01   3.674800E+00   9.836714E-01
   1.123043E+01   3.674900E+00   1.026747E+00
   1.225736E+01   3.675000E+00   9.963262E-01
   1.378368E+01   3.675100E+00   9.942707E-01
   9.745186E+00   3.675200E+00   1.088483E+00
   1.146526E+01   3.675300E+00   1.067134E+00
   1.165019E+01   3.675400E+00   1.058611E+00
   1.184074E+01   3.675500E+00   1.077451E+00
   1.063020E+01   3.675600E+00   1.110771E+00
   1.139837E+01   3.675700E+00   1.073551E+00
   1.237934E+01   3.675800E+00   1.070986E+00
   1.321208E+01   3.675900E+00   1.051666E+00
   1.159684E+01   3.676000E+00   1.063472E+00
   1.177682E+01   3.676100E+00   1.063818E+00
   1.297962E+01   3.676200E+00   1.020252E+00
   1.214842E+01   3.676300E+00   1.031506E+00
   1.234371E+01   3.676400E+00   1.020424E+00
   1.169763E+01   3.676500E+00   1.044210E+00
   1.124617E+01   3.676600E+00   1.024828E+00
   1.250938E+01   3.676700E+00   9.945707E-01
   1.222745E+01   3.676800E+00   1.029252E+00
   1.056143E+01   3.676900E+00   9.705993E-01
   1.131892E+01   3.677000E+00   8.811972E-01
   1.077556E+01   3.677100E+00   8.912611E-01
   8.985544E+00   3.677200E+00   1.201587E+00
   1.138547E+01   3.677300E+00   1.152328E+00
   1.209024E+01   3.677400E+00   1.123777E+00
   9.318559E+00   3.677500E+00   9.416726E-01
   1.566065E+01   3.677600E+00   7.067296E-01
   1.467524E+01   3.677700E+00   7.081795E-01
   1.279154E+01   3.677800E+00   1.024037E+00
   1.022311E+01   3.677900E+00   1.126556E+00
   1.258105E+01   3.678000E+00   1.129118E+00
   1.343587E+01   3.678100E+00   1.077855E+00
   1.282195E+01   3.678200E+00   1.047756E+00
   1.209949E+01   3.678300E+00   1.043962E+00
   1.207031E+01   3.678400E+00   1.061682E+00
   1.304831E+01   3.678500E+00   1.023009E+00
   1.159246E+01   3.678600E+00   1.070553E+00
   9.542454E+00   3.678700E+00   1.159723E+00
   1.028304E+01   3.678800E+00   1.156218E+00
   1.077492E+01   3.678900E+00   1.143113E+00
   1.034983E+01   3.679000E+00   1.128605E+00
   1.033606E+01   3.679100E+00   1.022129E+00
   1.056150E+01   3.679200E+00   1.010604E+00
   1.054083E+01   3.679300E+00   1.029574E+00
   1.122321E+01   3.679400E+00   1.054068E+00
   9.432626E+00   3.679500E+00   1.087393E+00
   1.157806E+01   3.679600E+00   9.563446E-01
   1.299830E+01   3.679700E+00   9.506071E-01
   1.121737E+01   3.679800E+00   1.106241E+00
   1.239637E+01   3.679900E+00   1.168604E+00
   1.013906E+01   3.680000E+00   1.245727E+00
   1.015352E+01   3.680100E+00   1.204231E+00
   1.192239E+01   3.680200E+00   1.113682E+00
   1.131295E+01   3.680300E+00   1.119230E+00
   1.213348E+01   3.680400E+00   1.078855E+00
   1.270437E+01   3.680500E+00   1.124746E+00
   1.062258E+01   3.680600E+00   1.188712E+00
   1.154276E+01   3.680700E+00   1.200846E+00
   1.161812E+01   3.680800E+00   1.185301E+00
   1.108708E+01   3.680900E+00   1.194852E+00
   1.025526E+01   3.681000E+00   1.222908E+00
   8.517518E+00   3.681100E+00   1.238480E+00
   1.058151E+01   3.681200E+00   1.143102E+00
   1.157591E+01   3.681300E+00   1.084407E+00
   1.070131E+01   3.681400E+00   1.147525E+00
   1.153153E+01   3.681500E+00   1.179671E+00
   1.098832E+01   3.681600E+00   1.260736E+00
   1.069701E+01   3.681700E+00   1.232886E+00
   1.128326E+01   3.681800E+00   1.230642E+00
   1.237150E+01   3.681900E+00   1.172668E+00
   1.115118E+01   3.682000E+00   1.174540E+00
   1.406988E+01   3.682100E+00   1.082247E+00
   9.866030E+00   3.682200E+00   1.216828E+00
   1.074548E+01   3.682300E+00   1.170780E+00
   9.754521E+00   3.682400E+00   1.190658E+00
   1.172114E+01   3.682500E+00   1.175215E+00
   1.111675E+01   3.682600E+00   1.231262E+00
   1.148955E+01   3.682700E+00   1.167397E+00
   1.057421E+01   3.682800E+00   1.129750E+00
   1.008185E+01   3.682900E+00   1.135292E+00
   1.232747E+01   3.683000E+00   1.122362E+00
   1.060433E+01   3.683100E+00   1.155429E+00
   1.121747E+01   3.683200E+00   1.115171E+00
   1.215972E+01   3.683300E+00   1.045928E+00
   1.201866E+01   3.683400E+00   1.075577E+00
   1.198933E+01   3.683500E+00   1.113883E+00
   1.049564E+01   3.683600E+00   1.205015E+00
   1.003638E+01   3.683700E+00   1.244586E+00
   1.112592E+01   3.683800E+00   1.229308E+00
   1.089630E+01   3.683900E+00   1.215606E+00
   1.172808E+01   3.684000E+00   1.184894E+00
   1.353331E+01   3.684100E+00   1.095252E+00
   1.152898E+01   3.684200E+00   1.168716E+00
   1.133891E+01   3.684300E+00   1.179777E+00
   1.223804E+01   3.684400E+00   1.131627E+00
   1.250864E+01   3.684500E+00   1.086824E+00
   9.450561E+00   3.684600E+00   1.157559E+00
   1.270676E+01   3.684700E+00   1.148031E+00
   1.088073E+01   3.684800E+00   1.276253E+00
   1.091121E+01   3.684900E+00   1.257765E+00
   1.162130E+01   3.685000E+00   1.239217E+00
   1.072596E+01   3.685100E+00   1.159396E+00
   9.551229E+00   3.685200E+00   1.187109E+00
   9.905320E+00   3.685300E+00   1.255973E+00
   1.126135E+01   3.685400E+00   1.218789E+00
   1.000983E+01   3.685500E+00   1.198145E+00
   9.637012E+00   3.685600E+00   1.158620E+00
   1.211346E+01   3.685700E+00   1.135015E+00
   1.143663E+01   3.685800E+00   1.224205E+00
   1.021771E+01   3.685900E+00   1.242639E+00
   1.180604E+01   3.686000E+00   1.158213E+00
   1.044363E+01   3.686100E+00   1.105171E+00
   1.020705E+01   3.686200E+00   1.125642E+00
   1.143769E+01   3.686300E+00   1.210540E+00
   1.156570E+01   3.686400E+00   1.251639E+00
   1.030631E+01   3.686500E+00   1.327237E+00
   1.018307E+01   3.686600E+00   1.342743E+00
   1.148630E+01   3.686700E+00   1.252208E+00
   1.015056E+01   3.686800E+00   1.201490E+00
   1.093715E+01   3.686900E+00   1.183211E+00
   1.179720E+01   3.687000E+00   1.224452E+00
   1.155596E+01   3.687100E+00   1.215468E+00
   1.048693E+01   3.687200E+00   1.179780E+00
   1.033718E+01   3.687300E+00   1.104448E+00
   1.084982E+01   3.687400E+00   1.120625E+00
   1.074821E+01   3.687500E+00   1.121634E+00
   1.251426E+01   3.687600E+00   1.084984E+00
   1.204440E+01   3.687700E+00   1.185302E+00
   9.844697E+00   3.687800E+00   1.290166E+00
   1.119022E+01   3.687900E+00   1.244169E+00
   9.032860E+00   3.688000E+00   1.293064E+00
   1.047089E+01   3.688100E+00   1.233604E+00
   8.957052E+00   3.688200E+00   1.275280E+00
   1.051945E+01   3.688300E+00   1.167368E+00
   8.741343E+00   3.688400E+00   1.152331E+00
   1.135167E+01   3.688500E+00   1.089527E+00
   1.021938E+01   3.688600E+00   1.191331E+00
   1.007930E+01   3.688700E+00   1.226154E+00
   9.242235E+00   3.688800E+00   1.249948E+00
   1.171465E+01   3.688900E+00   1.185130E+00
   1.079174E+01   3.689000E+00   1.189095E+00
   1.079877E+01   3.689100E+00   1.174932E+00
   9.917843E+00   3.689200E+00   1.158454E+00
   1.115844E+01   3.689300E+00   1.124248E+00
   1.149954E+01   3.689400E+00   1.076925E+00
   1.144321E+01   3.689500E+00   1.091541E+00
   1.133935E+01   3.689600E+00   1.119247E+00
   1.013294E+01   3.689700E+00   1.161737E+00
   1.075082E+01   3.689800E+00   1.130523E+00
   1.051250E+01   3.689900E+00   1.135129E+00
   1.030968E+01   3.690000E+00   1.135851E+00
   1.073245E+01   3.690100E+00   1.133671E+00
   1.026329E+01   3.690200E+00   1.141006E+00
   1.095407E+01   3.690300E+00   1.090307E+00
   1.009599E+01   3.690400E+00   1.152026E+00
   1.112699E+01   3.690500E+00   1.130338E+00
   9.630444E+00   3.690600E+00   1.243352E+00
   1.129213E+01   3.690700E+00   1.257783E+00
   9.546976E+00   3.690800E+00   1.318941E+00
   1.020055E+01   3.690900E+00   1.259490E+00
   9.937336E+00   3.691000E+00   1.217554E+00
   1.161727E+01   3.691100E+00   1.177362E+00
   1.035641E+01   3.691200E+00   1.240963E+00
   1.063120E+01   3.691300E+00   1.263018E+00
   9.690073E+00   3.691400E+00   1.319342E+00
   1.160587E+01   3.691500E+00   1.259486E+00
   1.023119E+01   3.691600E+00   1.271287E+00
   1.019340E+01   3.691700E+00   1.214739E+00
   1.216276E+01   3.691800E+00   1.127824E+00
   8.621503E+00   3.691900E+00   1.246605E+00
   1.250114E+01   3.692000E+00   1.262646E+00
   1.202998E+01   3.692100E+00   1.317321E+00
   1.145072E+01   3.692200E+00   1.346084E+00
   9.954901E+00   3.692300E+00   1.353726E+00
   1.173712E+01   3.692400E+00   1.301260E+00
   1.067810E+01   3.692500E+00   1.226729E+00
   9.690537E+00   3.692600E+00   1.211361E+00
   1.179174E+01   3.692700E+00   1.207545E+00
   9.866404E+00   3.692800E+00   1.263178E+00
   1.089552E+01   3.692900E+00   1.252588E+00
   1.191242E+01   3.693000E+00   1.212909E+00
   9.434713E+00   3.693100E+00   1.275050E+00
   1.201653E+01   3.693200E+00   1.254436E+00
   1.328602E+01   3.693300E+00   1.269848E+00
   1.076664E+01   3.693400E+00   1.336652E+00
   1.050726E+01   3.693500E+00   1.381651E+00
   9.734555E+00   3.693600E+00   1.419985E+00
   9.251365E+00   3.693700E+00   1.439064E+00
   9.801495E+00   3.693800E+00   1.451442E+00
   1.166690E+01   3.693900E+00   1.362289E+00
   1.066101E+01   3.694000E+00   1.375322E+00
   9.871819E+00   3.694100E+00   1.420283E+00
   1.060935E+01   3.694200E+00   1.345813E+00
   1.122016E+01   3.694300E+00   1.362864E+00
